read_id,barcode_id,sample_id,score,status,trimmed_seq,left_barcode_id,right_barcode_id,adapter_penalty,barcode_penalty,primer_penalty,layout_penalty,total_penalty,trim_start,trim_end
2507901449011_1_74_1_0_8676_3_10.00,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_106_1_0_9245_3_12.86,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_108_1_327_5129_1_9.97,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_143_1_4708_6120_1_10.66,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_203_1_4086_6756_1_10.04,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_214_1_3265_7385_0_10.30,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_58_1_0_17564_3_12.34,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_61_1_13808_5998_1_11.00,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_84_1_94_19680_1_12.25,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_130_1_0_19120_2_14.23,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_136_1_3023_9500_1_13.51,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_151_1_0_18732_1_14.35,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_175_1_7966_11810_1_9.79,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_184_1_157_19821_1_12.58,FB5_None,,-3,Pass,,FB5,,0,3,0.0,0,3,,
2507901449011_1_189_1_469_19224_1_16.17,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_249_1_0_18799_1_14.94,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_9_1_3121_17062_0_11.54,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_12_1_1763_21931_2_12.52,FB2_None,,-1,Pass,,FB2,,0,1,0.0,0,1,,
2507901449011_1_35_1_855_21740_2_13.66,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_36_1_739_20758_0_10.02,FB8_None,,-3,Pass,,FB8,,0,3,0.0,0,3,,
2507901449011_1_45_1_25_23634_2_10.54,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_53_1_1670_22625_2_13.87,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_55_1_738_21632_1_14.02,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_65_1_0_21933_2_13.82,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_89_1_1249_20959_1_11.13,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_92_1_604_18500_1_14.63,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_94_2_1610_19660_2_13.53,FB4_None,,-3,Pass,,FB4,,0,3,0.0,0,3,,
2507901449011_1_95_1_151_22808_0_8.88,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_117_1_905_20549_2_12.80,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_118_1_3831_14000_1_15.41,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_119_1_466_21693_1_10.09,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_154_1_0_20555_1_12.72,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_156_1_0_21394_1_14.52,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_159_1_2086_22605_2_12.03,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_166_1_0_23513_2_15.49,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_167_1_2377_22504_2_12.51,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_186_1_8545_13040_1_15.55,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_193_1_0_21493_3_11.67,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_194_1_5879_18889_1_12.83,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_198_1_3647_20291_1_11.80,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_205_1_249_20953_1_13.61,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_208_1_1880_20184_0_12.95,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_210_1_5008_19597_0_14.97,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_215_1_5033_19759_3_15.87,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_231_1_2428_20910_2_15.87,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_239_1_3518_19308_1_15.46,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_256_1_1195_22741_0_12.39,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_10_1_7448_20617_2_14.10,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_21_2_9163_19808_2_11.93,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_26_1_7240_20830_1_14.57,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_27_1_2952_24697_2_12.06,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_29_1_148_24952_0_11.67,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_41_2_6915_21997_2_13.86,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_47_1_8005_18241_1_11.96,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_48_1_736_27473_0_8.78,None_RB8,,-2,Pass,,,RB8,0,2,0.0,0,2,,
2507901449011_1_49_2_7012_18500_1_13.95,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_59_1_2363_26123_3_14.28,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_68_1_9160_18150_1_10.43,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_75_1_2888_23000_1_13.18,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_76_2_7514_20472_1_13.77,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_81_2_8721_20687_1_11.40,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_85_1_6387_21650_1_12.60,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_86_1_4720_23220_2_7.07,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_91_1_4931_20859_1_13.50,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_97_1_3887_21447_2_11.51,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_104_2_6017_22751_1_9.21,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_107_2_5774_23336_2_8.64,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_113_1_4100_22294_1_15.90,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_132_2_5468_19791_1_11.37,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_135_1_7692_18926_1_12.58,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_139_1_1338_27870_2_15.35,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_141_1_2923_24441_1_10.77,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_145_3_9139_19372_2_13.71,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_149_1_1445_23637_2_10.40,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_160_1_7869_19328_0_13.49,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_164_1_4890_22295_1_13.16,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_187_1_7652_21799_1_10.95,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_192_1_3363_26512_1_12.37,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_201_1_3850_22547_1_13.02,FB10_RB7,,0,Pass,,FB10,RB7,0,0,0.0,0,0,,
2507901449011_1_202_3_17100_9500_1_9.51,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_216_1_6800_22336_1_13.10,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_219_1_5835_22575_1_15.14,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_220_1_644_26334_1_15.31,None_RB8,,-2,Pass,,,RB8,0,2,0.0,0,2,,
2507901449011_1_225_2_7651_19517_2_15.23,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_234_1_2257_27432_1_9.33,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_235_1_2049_23886_1_9.02,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_236_1_8636_21285_1_14.16,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_255_1_8729_20724_0_13.57,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_1_1_9131_22925_3_12.15,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_15_1_8481_24677_2_17.07,FB5_RB4,,0,Pass,,FB5,RB4,0,0,0.0,0,0,,
2507901449011_1_18_1_10198_21130_1_13.68,None_RB6,,-1,Pass,,,RB6,0,1,0.0,0,1,,
2507901449011_1_20_3_26240_6693_1_7.75,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_25_1_8116_25630_2_12.73,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_28_2_10632_24153_1_12.05,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_51_1_7179_25856_1_10.22,None_RB4,,-2,Pass,,,RB4,0,2,0.0,0,2,,
2507901449011_1_52_1_12820_20578_0_14.49,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_57_2_14269_20474_1_14.24,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_64_2_10733_23000_0_14.36,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_72_1_5095_25233_1_7.57,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_88_1_13865_19748_2_15.55,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_93_2_7684_23000_1_13.12,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_122_1_12540_21307_1_13.97,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_125_1_1239_29863_3_15.02,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_129_1_8271_22124_1_11.51,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_133_1_6271_27702_2_17.00,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_142_1_8621_25383_2_12.58,FB10_None,,-2,Pass,,FB10,,0,2,0.0,0,2,,
2507901449011_1_147_1_10494_20080_3_16.01,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_153_1_6380_26030_1_7.61,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_161_2_19125_12198_1_13.43,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_174_3_9362_22994_1_8.24,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_178_1_8167_22627_3_13.09,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_185_2_11762_21457_2_9.73,FB4_None,,-3,Pass,,FB4,,0,3,0.0,0,3,,
2507901449011_1_188_2_13083_21318_1_13.74,FB4_RB6,,0,Pass,,FB4,RB6,0,0,0.0,0,0,,
2507901449011_1_199_1_13333_18422_2_14.56,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_203_2_13781_19838_1_13.17,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_227_1_10175_20124_2_14.99,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_246_1_5873_28984_2_10.33,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_247_1_9073_21506_2_13.79,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_253_2_10295_22111_1_14.81,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_19_1_15689_23754_0_14.11,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_22_2_16239_20052_1_12.58,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_32_1_17353_21466_0_11.87,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_37_2_15314_21006_0_14.09,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_40_2_15678_20048_0_13.86,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_60_1_14847_21404_1_9.58,FB4_None,,-1,Pass,,FB4,,0,1,0.0,0,1,,
2507901449011_1_77_2_18942_19660_1_14.02,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_79_2_28206_7708_3_9.22,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_86_2_28985_8196_2_7.13,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_98_1_18474_19590_1_13.25,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_120_3_16805_22136_1_16.05,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_126_2_16146_22273_1_11.36,FB4_None,,-1,Pass,,FB4,,0,1,0.0,0,1,,
2507901449011_1_181_1_15577_21530_1_14.52,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_190_1_27324_8968_3_8.82,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_196_1_10330_25105_1_14.36,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_226_1_9984_25969_1_16.33,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_238_1_8279_27399_3_8.98,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_255_2_31066_5176_0_12.81,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_58_2_20371_21995_3_10.95,FB5_RB5,,0,Pass,,FB5,RB5,0,0,0.0,0,0,,
2507901449011_1_67_1_20480_21643_1_11.19,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_83_3_22980_19931_2_12.70,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_131_2_21612_22347_1_9.98,None_RB4,,-3,Pass,,,RB4,0,3,0.0,0,3,,
2507901449011_1_187_2_34651_7019_1_10.56,FB4_None,,-3,Pass,,FB4,,0,3,0.0,0,3,,
2507901449011_1_200_1_22919_19121_2_11.93,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_208_2_22184_20730_0_13.72,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_211_1_0_44558_2_10.77,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_222_2_20649_20895_1_11.62,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_223_2_14409_27151_2_11.28,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_244_2_17425_25380_1_15.44,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_245_1_22546_21032_2_15.08,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_249_2_21262_20781_1_14.74,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_250_1_16339_24390_2_17.57,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_254_2_20638_21738_1_13.89,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_2_2_28389_17510_1_7.70,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_13_1_26130_22440_2_12.12,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_27_2_28040_20248_2_13.05,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_41_3_29132_20481_2_15.50,FB7_RB4,,0,Pass,,FB7,RB4,0,0,0.0,0,0,,
2507901449011_1_45_2_25748_21664_2_10.26,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_74_2_24304_23499_3_8.64,FB7_None,,-3,Pass,,FB7,,0,3,0.0,0,3,,
2507901449011_1_84_2_27937_20247_1_12.77,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_89_2_27467_22415_1_10.29,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_95_2_25496_21151_0_8.45,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_105_1_25943_21381_2_14.07,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_106_3_25566_22550_3_15.04,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_146_2_20430_28272_2_12.92,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_149_2_28829_16224_2_9.01,FB5_None,,-3,Pass,,FB5,,0,3,0.0,0,3,,
2507901449011_1_151_2_27866_20679_1_14.07,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_159_2_27698_22088_2_14.04,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_164_2_27620_21743_1_15.91,None_RB7,,-3,Pass,,,RB7,0,3,0.0,0,3,,
2507901449011_1_175_2_23821_22638_1_12.46,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_179_2_26600_21172_2_15.64,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_186_4_32571_14208_1_16.48,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_189_2_27981_19865_1_15.71,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_194_2_26663_18627_1_12.06,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_198_2_24520_21885_1_10.89,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_205_3_28220_19952_1_15.19,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_231_2_25761_23479_2_17.65,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_239_2_29352_20129_1_14.46,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_35_2_33333_20932_2_13.87,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_43_3_28063_22190_1_13.65,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_48_2_31306_19038_0_12.15,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_53_2_24834_27295_2_12.18,None_RB6,,-1,Pass,,,RB6,0,1,0.0,0,1,,
2507901449011_1_55_2_24397_27161_1_15.39,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_57_3_43573_9823_1_13.31,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_76_3_32549_22133_1_14.81,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_91_2_28977_23047_1_13.77,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_92_2_28834_23404_1_15.33,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_94_4_29647_24941_2_13.30,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_97_2_32827_21950_2_12.50,FB5_None,,-3,Pass,,FB5,,0,3,0.0,0,3,,
2507901449011_1_110_3_28980_21596_1_12.09,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_113_2_29877_22232_1_14.84,None_RB4,,-2,Pass,,,RB4,0,2,0.0,0,2,,
2507901449011_1_118_2_31982_18160_1_15.10,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_130_2_27266_26672_2_15.09,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_165_2_30460_20683_1_15.59,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_166_3_28827_22828_2_14.29,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_184_2_33150_19638_1_13.44,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_186_5_46801_5326_1_16.14,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_199_2_33523_20132_2_15.18,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_203_3_48043_5141_1_11.57,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_214_3_29097_22202_0_13.14,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_220_2_37541_16568_1_11.37,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_228_1_24847_27500_1_11.12,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_21_4_38024_21477_2_11.67,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_28_3_37868_21589_1_11.60,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_61_4_32017_24974_1_12.94,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_65_3_37573_21590_2_15.93,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_82_3_36757_21563_1_14.83,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_102_1_5961_51828_1_9.86,None_RB2,,-3,Pass,,,RB2,0,3,0.0,0,3,,
2507901449011_1_104_3_34419_23354_1_10.02,None_RB7,,-3,Pass,,,RB7,0,3,0.0,0,3,,
2507901449011_1_107_3_32607_23320_2_8.78,None_RB4,,-3,Pass,,,RB4,0,3,0.0,0,3,,
2507901449011_1_122_2_35481_21672_1_14.40,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_125_2_33444_23101_3_14.14,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_133_2_37825_21255_2_16.15,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_143_4_38535_19669_1_11.90,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_145_4_33532_21517_2_14.58,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_149_3_47567_8412_2_10.16,FB4_None,,-1,Pass,,FB4,,0,1,0.0,0,1,,
2507901449011_1_178_2_31723_23882_3_10.47,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_196_2_36940_22310_1_14.47,None_RB6,,-1,Pass,,,RB6,0,1,0.0,0,1,,
2507901449011_1_209_2_37579_20581_3_14.59,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_216_2_34200_20835_1_14.92,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_219_2_35262_22568_1_14.34,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_226_2_36451_23373_1_12.96,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_227_2_33147_24232_2_14.62,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_242_2_38042_18500_3_16.77,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_250_3_46589_10308_2_10.94,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_18_2_40465_20265_1_13.30,None_RB2,,-2,Pass,,,RB2,0,2,0.0,0,2,,
2507901449011_1_25_2_36668_25482_2_14.23,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_51_2_39509_21588_1_11.17,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_64_3_38213_22250_0_13.46,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_69_3_41893_18500_1_11.02,None_RB7,,-3,Pass,,,RB7,0,3,0.0,0,3,,
2507901449011_1_72_2_32411_27728_1_7.60,FB1_None,,-3,Pass,,FB1,,0,3,0.0,0,3,,
2507901449011_1_85_2_38235_22068_1_13.32,FB4_RB4,,0,Pass,,FB4,RB4,0,0,0.0,0,0,,
2507901449011_1_86_3_38304_22966_2_7.38,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_88_2_40436_23284_2_15.12,FB4_None,,-1,Pass,,FB4,,0,1,0.0,0,1,,
2507901449011_1_89_3_54048_7180_1_10.68,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_108_3_49124_14272_1_14.73,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_124_3_42635_21486_1_10.62,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_132_4_46128_17559_1_10.91,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
